name,position,nationality,age,height,weight,club,club_nationality,club-league
ivan-cuellar,Goalkeeper,spanien,35,185,75,Leganes,spanien,la-liga
marc-navarro,Defender,spanien,24,188,79,Leganes,spanien,la-liga
unai-bustinza,Defender,spanien,27,192,84,Leganes,spanien,la-liga
kenneth-omeruo,Defender,nigeria,26,185,82,Leganes,spanien,la-liga
jonathan-cristian-silva,Defender,argentina,25,175,68,Leganes,spanien,la-liga
roque-mesa,Midtfielder,spanien,30,171,74,Leganes,spanien,la-liga
martin-braithwaite,Attacker,danmark,28,179,77,Leganes,spanien,la-liga
jose-recio,Midtfielder,spanien,28,183,74,Leganes,spanien,la-liga
sabin-merino,Attacker,spanien,27,187,78,Leganes,spanien,la-liga
jose-arnaiz,Midtfielder,spanien,24,176,70,Leganes,spanien,la-liga
alexander-szymanowski,Midtfielder,argentina,31,175,70,Leganes,spanien,la-liga
chidozie-awaziem,Midtfielder,nigeria,22,192,76,Leganes,spanien,la-liga
juan-soriano,Goalkeeper,spanien,22,185,78,Leganes,spanien,la-liga
christian-rivera,Midtfielder,spanien,22,190,80,Leganes,spanien,la-liga
rodrigo-tarin,Defender,spanien,23,184,76,Leganes,spanien,la-liga
roberto-rosales,Defender,venezuela,30,174,67,Leganes,spanien,la-liga
javier-eraso,Midtfielder,spanien,29,180,71,Leganes,spanien,la-liga
guido-carrillo,Attacker,argentina,28,191,87,Leganes,spanien,la-liga
aitor-ruibal,Midtfielder,spanien,23,176,74,Leganes,spanien,la-liga
fede-varela,Midtfielder,schweiz,22,174,70,Leganes,spanien,la-liga
ruben-perez,Midtfielder,spanien,30,178,72,Leganes,spanien,la-liga
dimitris-siovas,Defender,graekenland,31,191,84,Leganes,spanien,la-liga
vasyl-kravets,Defender,ukraine,22,183,85,Leganes,spanien,la-liga
kevin-rodrigues,Midtfielder,portugal,25,178,72,Leganes,spanien,la-liga
youssef-en-nesyri,Attacker,marokko,22,188,75,Leganes,spanien,la-liga
oscar-rodriguez,Midtfielder,spanien,21,174,68,Leganes,spanien,la-liga
josua-mejias,Attacker,venezuela,21,185,73,Leganes,spanien,la-liga
andre-grandi,Goalkeeper,brasilien,22,193,84,Leganes,spanien,la-liga
alex-martin,Defender,spanien,21,-,-,Leganes,spanien,la-liga
javier-aviles,Attacker,spanien,22,-,-,Leganes,spanien,la-liga
facundo-garcia,Midtfielder,argentina,19,180,72,Leganes,spanien,la-liga
owusu-kwabena,Midtfielder,ghana,22,182,73,Leganes,spanien,la-liga
daniel-ojeda,Attacker,spanien,24,177,72,Leganes,spanien,la-liga
mamadou-kone,Attacker,elfenbenskysten,27,177,73,Leganes,spanien,la-liga
wojciech-szczesny,Goalkeeper,polen,29,195,84,Juventus,italien,serie-a
mattia-de-sciglio,Defender,italien,27,183,74,Juventus,italien,serie-a
giorgio-chiellini,Defender,italien,35,186,86,Juventus,italien,serie-a
matthijs-de-ligt,Defender,holland,20,187,80,Juventus,italien,serie-a
miralem-pjanic,Midtfielder,bosnien,29,180,68,Juventus,italien,serie-a
sami-khedira,Midtfielder,tyskland,32,189,81,Juventus,italien,serie-a
cristiano-ronaldo,Attacker,portugal,34,185,80,Juventus,italien,serie-a
aaron-ramsey,Midtfielder,wales,28,178,76,Juventus,italien,serie-a
paulo-dybala,Attacker,argentina,25,177,73,Juventus,italien,serie-a
douglas-costa,Midtfielder,brasilien,29,172,70,Juventus,italien,serie-a
alex-sandro,Defender,brasilien,28,178,78,Juventus,italien,serie-a
danilo,Defender,brasilien,28,184,78,Juventus,italien,serie-a
blaise-matuidi,Midtfielder,frankrig,32,180,74,Juventus,italien,serie-a
marko-pjaca,Attacker,kroatien,24,186,83,Juventus,italien,serie-a
juan-cuadrado,Midtfielder,colombia,31,179,72,Juventus,italien,serie-a
mario-mandzukic,Attacker,kroatien,33,190,85,Juventus,italien,serie-a
leonardo-bonucci,Defender,italien,32,190,86,Juventus,italien,serie-a
gonzalo-higuain,Attacker,argentina,31,184,75,Juventus,italien,serie-a
mattia-perin,Goalkeeper,italien,26,188,74,Juventus,italien,serie-a
emre-can,Midtfielder,tyskland,25,184,82,Juventus,italien,serie-a
daniele-rugani,Defender,italien,25,188,77,Juventus,italien,serie-a
adrien-rabiot,Midtfielder,frankrig,24,188,71,Juventus,italien,serie-a
merih-demiral,Defender,tyrkiet,21,192,86,Juventus,italien,serie-a
rodrigo-bentancur,Midtfielder,uruguay,22,187,73,Juventus,italien,serie-a
carlo-pinsoglio,Goalkeeper,italien,29,192,72,Juventus,italien,serie-a
federico-bernardeschi,Midtfielder,italien,25,183,75,Juventus,italien,serie-a
alessandro-di-pardo,Midtfielder,italien,20,182,,Juventus,italien,serie-a
kwang-song-han,Attacker,nordkorea,21,180,70,Juventus,italien,serie-a
hans-nicolussi-caviglia,Attacker,italien,19,180,,Juventus,italien,serie-a
gianluigi-buffon,Goalkeeper,italien,41,191,91,Juventus,italien,serie-a
dario-del-fabro,Defender,italien,24,189,75,Juventus,italien,serie-a
cristian-romero,Defender,argentina,21,185,79,Juventus,italien,serie-a
luca-pellegrini,Defender,italien,20,178,72,Juventus,italien,serie-a
samir-handanovic,Goalkeeper,slovenien,35,193,88,Inter,italien,serie-a
diego-godin,Defender,uruguay,33,185,73,Inter,italien,serie-a
roberto-gagliardini,Midtfielder,italien,25,188,77,Inter,italien,serie-a
stefan-de-vrij,Defender,holland,27,188,78,Inter,italien,serie-a
yann-karamoh,Attacker,frankrig,21,185,77,Inter,italien,serie-a
matias-vecino,Midtfielder,uruguay,28,189,80,Inter,italien,serie-a
mauro-icardi,Attacker,argentina,26,181,75,Inter,italien,serie-a
lautaro-martinez,Attacker,argentina,22,174,72,Inter,italien,serie-a
stefano-sensi,Midtfielder,italien,24,168,62,Inter,italien,serie-a
andrea-ranocchia,Defender,italien,31,190,80,Inter,italien,serie-a
radja-nainggolan,Midtfielder,belgien,31,177,65,Inter,italien,serie-a
joao-mario,Midtfielder,portugal,26,179,73,Inter,italien,serie-a
matteo-politano,Attacker,italien,26,171,68,Inter,italien,serie-a
kwadwo-asamoah,Midtfielder,ghana,30,182,76,Inter,italien,serie-a
valentino-lazaro,Midtfielder,oestrig,23,180,73,Inter,italien,serie-a
borja-valero,Midtfielder,spanien,34,175,73,Inter,italien,serie-a
federico-dimarco,Defender,italien,21,174,78,Inter,italien,serie-a
nicolo-barella,Midtfielder,italien,22,166,54,Inter,italien,serie-a
daniele-padelli,Goalkeeper,italien,34,191,87,Inter,italien,serie-a
sebastiano-esposito,Attacker,italien,17,-,-,Inter,italien,serie-a
lorenzo-pirola,Defender,italien,17,-,-,Inter,italien,serie-a
danilo-dambrosio,Defender,italien,31,185,75,Inter,italien,serie-a
cristiano-biraghi,Defender,italien,27,186,79,Inter,italien,serie-a
milan-skriniar,Defender,slovakiet,24,186,80,Inter,italien,serie-a
ivan-perisic,Midtfielder,kroatien,30,186,81,Inter,italien,serie-a
tommaso-berni,Goalkeeper,italien,36,185,80,Inter,italien,serie-a
lucien-agoume,Midtfielder,frankrig,17,-,-,Inter,italien,serie-a
eddy-salcedo,Attacker,italien,18,-,-,Inter,italien,serie-a
marcelo-brozovic,Midtfielder,kroatien,26,181,68,Inter,italien,serie-a
antonio-candreva,Midtfielder,italien,32,180,72,Inter,italien,serie-a
alessandro-bastoni,Defender,italien,20,191,75,Inter,italien,serie-a
ionut-andrei-radu,Goalkeeper,rumaenien,22,186,70,Inter,italien,serie-a
gabriel-brazao,Goalkeeper,brasilien,19,-,-,Inter,italien,serie-a
dalbert,Defender,brasilien,26,181,70,Inter,italien,serie-a
andrew-gravillon,Defender,guadeloupe,21,188,75,Inter,italien,serie-a
lorenzo-tassi,Midtfielder,italien,24,-,-,Inter,italien,serie-a
samuele-longo,Attacker,italien,27,185,71,Inter,italien,serie-a
gabriel-barbosa,Attacker,brasilien,23,176,68,Inter,italien,serie-a
robin-olsen,Goalkeeper,sverige,29,198,89,Roma,italien,serie-a
davide-zappacosta,Defender,italien,27,185,70,Roma,italien,serie-a
bryan-cristante,Midtfielder,italien,24,186,82,Roma,italien,serie-a
juan-jesus,Defender,brasilien,28,185,83,Roma,italien,serie-a
chris-smalling,Defender,england,29,194,81,Roma,italien,serie-a
lorenzo-pellegrini,Midtfielder,italien,23,186,70,Roma,italien,serie-a
diego-perotti,Attacker,argentina,31,175,67,Roma,italien,serie-a
edin-dzeko,Attacker,bosnien,33,193,84,Roma,italien,serie-a
aleksandar-kolarov,Defender,serbien,33,187,83,Roma,italien,serie-a
pau-lopez,Goalkeeper,spanien,24,189,77,Roma,italien,serie-a
yildirim-cetin,Defender,tyrkiet,22,-,-,Roma,italien,serie-a
cengiz-under,Midtfielder,tyrkiet,22,173,66,Roma,italien,serie-a
davide-santon,Defender,italien,28,187,77,Roma,italien,serie-a
nikola-kalinic,Attacker,kroatien,31,187,81,Roma,italien,serie-a
federico-fazio,Defender,argentina,32,195,85,Roma,italien,serie-a
jordan-veretout,Midtfielder,frankrig,26,176,66,Roma,italien,serie-a
gianluca-mancini,Defender,italien,23,190,77,Roma,italien,serie-a
alessandro-florenzi,Midtfielder,italien,28,173,67,Roma,italien,serie-a
javier-pastore,Midtfielder,argentina,30,187,78,Roma,italien,serie-a
leonardo-spinazzola,Midtfielder,italien,26,185,73,Roma,italien,serie-a
amadou-diawara,Midtfielder,guinea,22,184,74,Roma,italien,serie-a
mirko-antonucci,Midtfielder,italien,20,178,76,Roma,italien,serie-a
alessio-riccardi,Attacker,italien,18,-,-,Roma,italien,serie-a
ebrima-darboe,Midtfielder,gambia,18,-,-,Roma,italien,serie-a
ludovico-dorazio,Midtfielder,italien,19,-,-,Roma,italien,serie-a
riccardo-calafiori,Defender,italien,17,-,-,Roma,italien,serie-a
daniel-fuzato,Goalkeeper,brasilien,22,190,88,Roma,italien,serie-a
nicolo-buso,Attacker,italien,19,-,-,Roma,italien,serie-a
henrikh-mkhitaryan,Midtfielder,armenien,30,177,75,Roma,italien,serie-a
antonio-mirante,Goalkeeper,italien,36,193,79,Roma,italien,serie-a
gregoire-defrel,Attacker,martinique,28,180,73,Roma,italien,serie-a
justin-kluivert,Midtfielder,holland,20,175,67,Roma,italien,serie-a
stefano-greco,Goalkeeper,italien,20,-,-,Roma,italien,serie-a
bruno-peres,Defender,brasilien,29,178,72,Roma,italien,serie-a
rick-karsdorp,Defender,holland,24,184,69,Roma,italien,serie-a
moustapha-seck,Defender,senegal,23,176,72,Roma,italien,serie-a
steven-nzonzi,Midtfielder,frankrig,30,197,87,Roma,italien,serie-a
ante-coric,Midtfielder,kroatien,22,177,68,Roma,italien,serie-a
nicolo-zaniolo,Midtfielder,italien,20,190,79,Roma,italien,serie-a
patrik-schick,Attacker,tjekkiet,23,186,73,Roma,italien,serie-a
umar-sadiq,Attacker,nigeria,22,192,78,Roma,italien,serie-a
zan-celar,Attacker,slovenien,20,186,82,Roma,italien,serie-a
thomas-strakosha,Goalkeeper,albanien,24,186,78,Lazio,italien,serie-a
luiz-felipe,Midtfielder,brasilien,22,184,75,Lazio,italien,serie-a
patric,Midtfielder,spanien,26,184,72,Lazio,italien,serie-a
jordan-lukaku,Defender,belgien,25,186,83,Lazio,italien,serie-a
lucas-leiva,Midtfielder,brasilien,32,179,74,Lazio,italien,serie-a
valon-berisha,Midtfielder,kosovo,26,181,75,Lazio,italien,serie-a
luis-alberto,Attacker,spanien,27,182,70,Lazio,italien,serie-a
joaquin-correa,Midtfielder,argentina,25,189,75,Lazio,italien,serie-a
riza-durmisi,Defender,danmark,25,168,66,Lazio,italien,serie-a
bastos,Defender,angola,27,180,77,Lazio,italien,serie-a
marco-parolo,Midtfielder,italien,34,184,75,Lazio,italien,serie-a
ciro-immobile,Attacker,italien,29,185,78,Lazio,italien,serie-a
senad-lulic,Midtfielder,bosnien,33,183,76,Lazio,italien,serie-a
felipe-caicedo,Attacker,ecuador,31,185,84,Lazio,italien,serie-a
sergej-milinkovic-savic,Midtfielder,serbien,24,192,76,Lazio,italien,serie-a
jony,Midtfielder,spanien,28,179,80,Lazio,italien,serie-a
guido-guerrieri,Goalkeeper,italien,23,184,78,Lazio,italien,serie-a
silvio-proto,Goalkeeper,belgien,36,186,77,Lazio,italien,serie-a
stefan-daniel-radu,Defender,rumaenien,33,183,79,Lazio,italien,serie-a
andre-anderson,Midtfielder,brasilien,20,-,-,Lazio,italien,serie-a
manuel-lazzari,Midtfielder,italien,25,174,67,Lazio,italien,serie-a
danilo-cataldi,Midtfielder,italien,25,180,70,Lazio,italien,serie-a
francesco-acerbi,Defender,italien,31,190,77,Lazio,italien,serie-a
bobby-adekanye,Attacker,holland,20,-,-,Lazio,italien,serie-a
jorge-silva,Defender,portugal,20,-,-,Lazio,italien,serie-a
edoardo-rezzi,Attacker,italien,20,-,-,Lazio,italien,serie-a
marco-alia,Goalkeeper,albanien,19,-,-,Lazio,italien,serie-a
adam-marusic,Midtfielder,montenegro,27,185,76,Lazio,italien,serie-a
davide-di-gennaro,Midtfielder,italien,31,180,72,Lazio,italien,serie-a
denis-vavro,Defender,slovakiet,23,190,76,Lazio,italien,serie-a
mauro-zitelli,Defender,italien,19,-,-,Lazio,italien,serie-a
marius-adamonis,Goalkeeper,litauen,22,188,79,Lazio,italien,serie-a
wallace,Defender,brasilien,25,191,78,Lazio,italien,serie-a
tiago-casasola,Defender,argentina,24,190,84,Lazio,italien,serie-a
milan-badelj,Midtfielder,kroatien,30,186,76,Lazio,italien,serie-a
djavan-anderson,Midtfielder,holland,24,174,70,Lazio,italien,serie-a
joseph-minala,Midtfielder,cameroun,23,184,76,Lazio,italien,serie-a
patryk-dziczek,Midtfielder,polen,21,181,70,Lazio,italien,serie-a
sofian-kiyine,Midtfielder,belgien,22,182,77,Lazio,italien,serie-a
fabio-maistro,Midtfielder,italien,21,178,74,Lazio,italien,serie-a
cristiano-lombardi,Attacker,italien,24,180,75,Lazio,italien,serie-a
ricardo-kishna,Attacker,holland,24,187,81,Lazio,italien,serie-a
cedric-gondo,Attacker,elfenbenskysten,22,-,-,Lazio,italien,serie-a
rafael-toloi,Defender,brasilien,29,185,75,Atalanta,italien,serie-a
simon-kjaer,Defender,danmark,30,189,80,Atalanta,italien,serie-a
andrea-masiello,Defender,italien,33,185,75,Atalanta,italien,serie-a
jose-luis-palomino,Defender,argentina,29,186,87,Atalanta,italien,serie-a
robin-gosens,Defender,tyskland,25,181,68,Atalanta,italien,serie-a
andreas-cornelius,Attacker,danmark,26,193,89,Atalanta,italien,serie-a
alejandro-gomez,Midtfielder,argentina,31,164,60,Atalanta,italien,serie-a
remo-freuler,Midtfielder,schweiz,27,181,75,Atalanta,italien,serie-a
guilherme-arana,Defender,brasilien,22,176,68,Atalanta,italien,serie-a
marten-de-roon,Midtfielder,holland,28,185,76,Atalanta,italien,serie-a
roberto-piccoli,Attacker,italien,18,-,-,Atalanta,italien,serie-a
ruslan-malinovsky,Midtfielder,ukraine,26,180,79,Atalanta,italien,serie-a
timothy-castagne,Defender,belgien,23,185,80,Atalanta,italien,serie-a
francesco-rossi,Goalkeeper,italien,28,193,83,Atalanta,italien,serie-a
hans-hateboer,Defender,holland,25,180,70,Atalanta,italien,serie-a
roger,Midtfielder,brasilien,20,-,-,Atalanta,italien,serie-a
marco-sportiello,Goalkeeper,italien,27,181,75,Atalanta,italien,serie-a
josip-ilicic,Midtfielder,slovenien,31,189,73,Atalanta,italien,serie-a
amad-traore,Attacker,elfenbenskysten,17,-,-,Atalanta,italien,serie-a
mario-pasalic,Midtfielder,kroatien,24,186,76,Atalanta,italien,serie-a
duvan-zapata,Attacker,colombia,28,186,78,Atalanta,italien,serie-a
pierluigi-gollini,Goalkeeper,italien,24,193,90,Atalanta,italien,serie-a
musa-barrow,Attacker,gambia,20,183,77,Atalanta,italien,serie-a
etrit-berisha,Goalkeeper,albanien,30,194,92,Atalanta,italien,serie-a
boris-radunovic,Goalkeeper,serbien,23,194,85,Atalanta,italien,serie-a
alessandro-turrin,Goalkeeper,italien,22,189,76,Atalanta,italien,serie-a
marco-carnesecchi,Goalkeeper,italien,19,-,-,Atalanta,italien,serie-a
berat-djimsiti,Defender,albanien,26,190,82,Atalanta,italien,serie-a
federico-mattiello,Defender,italien,24,182,75,Atalanta,italien,serie-a
arkadiusz-reca,Defender,polen,24,187,81,Atalanta,italien,serie-a
fabio-eguelfi,Defender,italien,24,178,72,Atalanta,italien,serie-a
gianluca-mancini,Defender,italien,23,190,77,Atalanta,italien,serie-a
marco-varnier,Defender,italien,21,-,-,Atalanta,italien,serie-a
davide-bettella,Defender,italien,19,185,75,Atalanta,italien,serie-a
joao-schmidt,Midtfielder,brasilien,26,182,76,Atalanta,italien,serie-a
luca-valzania,Midtfielder,italien,23,183,72,Atalanta,italien,serie-a
matteo-pessina,Midtfielder,italien,22,183,77,Atalanta,italien,serie-a
nicolas-haas,Midtfielder,schweiz,23,178,74,Atalanta,italien,serie-a
bryan-cabezas,Attacker,ecuador,22,180,72,Atalanta,italien,serie-a
marco-tumminello,Attacker,italien,21,180,70,Atalanta,italien,serie-a
luca-vido,Attacker,italien,22,181,75,Atalanta,italien,serie-a
emmanuel-latte-lath,Attacker,elfenbenskysten,20,-,-,Atalanta,italien,serie-a
aimone-calii,Attacker,italien,22,-,-,Atalanta,italien,serie-a
rafael,Goalkeeper,brasilien,37,187,74,Cagliari,italien,serie-a
simone-pinna,Defender,italien,22,171,65,Cagliari,italien,serie-a
federico-mattiello,Defender,italien,24,182,75,Cagliari,italien,serie-a
radja-nainggolan,Midtfielder,belgien,31,177,65,Cagliari,italien,serie-a
marko-rog,Midtfielder,kroatien,24,180,73,Cagliari,italien,serie-a
luca-cigarini,Midtfielder,italien,33,175,72,Cagliari,italien,serie-a
alberto-cerri,Attacker,italien,23,190,82,Cagliari,italien,serie-a
joao-pedro,Midtfielder,brasilien,27,184,73,Cagliari,italien,serie-a
fabrizio-cacciatore,Defender,italien,33,182,70,Cagliari,italien,serie-a
valter-birsa,Midtfielder,slovenien,33,184,79,Cagliari,italien,serie-a
ragnar-klavan,Defender,estland,34,187,78,Cagliari,italien,serie-a
christian-oliva,Midtfielder,uruguay,23,-,-,Cagliari,italien,serie-a
nahitan-nandez,Midtfielder,uruguay,23,171,61,Cagliari,italien,serie-a
fabio-pisacane,Defender,italien,33,178,77,Cagliari,italien,serie-a
simone-aresti,Goalkeeper,italien,33,189,72,Cagliari,italien,serie-a
artur-ionita,Midtfielder,moldova,29,185,75,Cagliari,italien,serie-a
charalambos-lykogiannis,Defender,graekenland,26,186,78,Cagliari,italien,serie-a
luca-ceppitelli,Defender,italien,29,189,83,Cagliari,italien,serie-a
paolo-farago,Midtfielder,italien,26,187,80,Cagliari,italien,serie-a
daniele-ragatzu,Attacker,italien,28,172,70,Cagliari,italien,serie-a
alessandro-deiola,Midtfielder,italien,24,183,75,Cagliari,italien,serie-a
alessio-cragno,Goalkeeper,italien,25,185,80,Cagliari,italien,serie-a
lucas-nahuel-castro,Midtfielder,argentina,30,182,79,Cagliari,italien,serie-a
leonardo-pavoletti,Attacker,italien,30,188,80,Cagliari,italien,serie-a
luca-pellegrini,Defender,italien,20,178,72,Cagliari,italien,serie-a
matias-antonini-lui,Midtfielder,brasilien,21,192,80,Cagliari,italien,serie-a
alessandro-marongiu,Attacker,italien,28,170,68,Cagliari,italien,serie-a
francesco-verde,Attacker,italien,20,-,-,Cagliari,italien,serie-a
fabrizio-caligara,Midtfielder,italien,19,180,74,Cagliari,italien,serie-a
nunzio-lella,Defender,italien,19,-,-,Cagliari,italien,serie-a
sebastian-walukiewicz,Defender,polen,19,-,-,Cagliari,italien,serie-a
filippo-romagna,Defender,italien,22,185,75,Cagliari,italien,serie-a
robin-olsen,Goalkeeper,sverige,29,198,89,Cagliari,italien,serie-a
giovanni-simeone,Attacker,argentina,24,180,81,Cagliari,italien,serie-a
guglielmo-vicario,Goalkeeper,italien,23,-,-,Cagliari,italien,serie-a
jherson-vergara,Defender,colombia,25,190,83,Cagliari,italien,serie-a
senna-miangue,Defender,belgien,22,192,83,Cagliari,italien,serie-a
andrea-cadili,Defender,italien,20,187,73,Cagliari,italien,serie-a
marko-pajac,Midtfielder,kroatien,26,185,66,Cagliari,italien,serie-a
filip-bradaric,Midtfielder,kroatien,27,186,78,Cagliari,italien,serie-a
nicolo-barella,Midtfielder,italien,22,166,54,Cagliari,italien,serie-a
riccardo-ladinetti,Midtfielder,italien,18,-,-,Cagliari,italien,serie-a
diego-farias,Attacker,brasilien,29,172,63,Cagliari,italien,serie-a
kiril-despodov,Attacker,bulgarien,22,179,77,Cagliari,italien,serie-a
damir-ceter,Attacker,colombia,22,188,78,Cagliari,italien,serie-a
alex-meret,Goalkeeper,italien,22,191,82,Napoli,italien,serie-a
kevin-malcuit,Attacker,frankrig,28,179,75,Napoli,italien,serie-a
allan,Midtfielder,brasilien,28,173,73,Napoli,italien,serie-a
mario-rui,Defender,portugal,28,168,63,Napoli,italien,serie-a
jose-maria-callejon,Attacker,spanien,32,179,73,Napoli,italien,serie-a
fabian,Midtfielder,spanien,23,189,70,Napoli,italien,serie-a
fernando-llorente,Attacker,spanien,34,193,90,Napoli,italien,serie-a
hirving-lozano,Attacker,mexico,24,176,66,Napoli,italien,serie-a
eljif-elmas,Midtfielder,nordmakedonien,20,182,68,Napoli,italien,serie-a
dries-mertens,Midtfielder,belgien,32,169,61,Napoli,italien,serie-a
hubert-idasiak,Goalkeeper,polen,17,-,-,Napoli,italien,serie-a
nikola-maksimovic,Defender,serbien,27,193,81,Napoli,italien,serie-a
piotr-zielinski,Midtfielder,polen,25,177,64,Napoli,italien,serie-a
giovanni-di-lorenzo,Defender,italien,26,187,83,Napoli,italien,serie-a
elseid-hysaj,Defender,albanien,25,182,70,Napoli,italien,serie-a
lorenzo-insigne,Attacker,italien,28,163,59,Napoli,italien,serie-a
david-ospina,Goalkeeper,colombia,31,183,79,Napoli,italien,serie-a
kalidou-koulibaly,Defender,senegal,28,186,89,Napoli,italien,serie-a
orestis-karnezis,Goalkeeper,graekenland,34,189,79,Napoli,italien,serie-a
faouzi-ghoulam,Defender,algeriet,28,186,78,Napoli,italien,serie-a
amin-younes,Attacker,tyskland,26,168,70,Napoli,italien,serie-a
konstantinos-manolas,Defender,graekenland,28,186,79,Napoli,italien,serie-a
lorenzo-tonelli,Defender,italien,29,184,78,Napoli,italien,serie-a
